text,sent48,sent9,sent8,sent15,sent3,sent2,sent1,sent14,sent7,sent6,sent5,sent4,sent57,sent56,sent55,sent54,sent53,sent52,sent51,sent50,sent13,sent12,sent11,sent10,sent17,sent16,sent59,sent58,sent93,sent92,sent91,sent90,sent97,sent96,sent95,sent94,sent98,sent22,sent23,sent20,sent21,sent26,sent27,sent24,sent25,sent28,sent29,sent68,sent69,sent66,sent67,sent64,sent65,sent62,sent63,sent60,sent61,sent31,sent30,sent33,sent32,sent35,sent34,sent37,sent36,sent39,sent38,sent79,sent78,sent75,sent74,sent77,sent76,sent71,sent70,sent73,sent72,sent19,sent49,sent18,sent44,sent45,sent84,sent85,sent86,sent87,sent80,sent81,sent82,sent83,sent40,sent41,sent42,sent43,sent88,sent89,sent46,sent47,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,testWords.thisRepN,testWords.thisTrialN,testWords.thisN,testWords.thisIndex,test1,test3,test2,test5,test4,test7,test6,test9,test8,test10,realTrials.thisRepN,realTrials.thisTrialN,realTrials.thisN,realTrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_8.keys,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,wordRead.keys,wordRead.rt,key_resp_5.keys,questAnswer.keys,questAnswer.rt,key_resp_6.rt,date,frameRate,expName,session,participant,
,nan,Weltkriegs.,nan,nan,nan,her.,nan,nan,nan,nan,nan,auf,nan,nan,nan,nan,nan,nan,nan,her.,nan,nan,geschafft.,den,nan,nan,Materie,nan,nan,nan,auf,nicht,nan,nan,nan,geschafft.,nan,nan,Landkreis.,nan,nan,nan,nan,nan,fit.,nan,nan,heißer,nan,nan,den,nan,haben.,nan,Landkreis.,nan,nan,nan,nan,heiße,nan,nan,nan,nan,nan,Sprüche.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regnete.,nan,nan,nan,nan,Sprüche.,nan,Weltkriegs.,nan,nan,nan,Materie,gelesen.,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,0,9,9,9,,,,,,,space,0.592661142349,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,,None,j,1.53391098976,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,In,Bei,Es,Wir,Die,Er,Die,Beträchtliche,Viele,Wir,Die,Bei,Er,Die,Wir,Jugendliche,Die,In,Die,Er,Die,Die,Wir,Ich,Nicht,Sie,Mit,Der,Sie,Die,Bei,In,Nicht,Wir,Jungtiere,Wir,Außer,Dass,In,Außer,Walter,Sie,Die,Wir,Ich,Die,Ihr,Man,Im,Die,Ich,Die,Die,Sie,In,Es,Alle,Die,100,Man,Im,Sie,Er,Fernab,Es,Sie,Danach,Es,Unter,Wir,Jetzt,Außer,Am,Die,Viele,Dort,Die,In,In,Außer,Er,Als,Es,Wir,Beträchtliche,Die,Das,Sie,Die,Bei,Die,Dort,Am,Mit,In,100,Manche,Die,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,0,0,0,0,,,,,,None,space,0.418358802795,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,diesem,der,wurden,übergaben,Kinder,stellt,Autos,Stücke,Tonnen,mussten,Formen,unserer,wurde,Stücke,übergaben,können,Eislaufbahnen,den,Gäste,stellt,Schule,Schuhe,haben,nehme,ein,haben,dieser,Flug,verbrauchen,Autos,unserer,einer,ein,mussten,sollten,haben,dem,es,der,dem,Scheel,verbrauchen,Lösung,hatten,wurde,Gäste,Blutdruck,machte,Fernrohr,Teilnehmerinnen,nehme,Kinder,Schuhe,verlassen,der,wurden,Betten,Uhr,g,machte,Fernrohr,verlassen,wurde,des,waren,hatte,wurde,waren,keinen,konnten,ist,den,äußersten,Uhr,Tonnen,türmen,müden,meinem,den,das,hat,die,hat,hatten,Stücke,"Uhr,",Tuch,hatte,Schule,der,Uhr,türmen,äußeren,dieser,meinem,g,Kreditnehmer,Linie,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,0,1,1,1,,,,,,,space,0.56276512146,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,Zirkus,Feier,Eimer,dem,fuhren,die,beider,saftigen,gebrauchter,uns,wurden,Ankunft,trotz,wurden,das,Kleidung,wurden,Kakao,suchen,die,verbraucht,in,jede,eine,Tropfen,die,Methode,zum,60,beider,Ankunft,Studie,Tropfen,uns,immer,jede,Essen,"regnete,",Tat,Bürgermeister,war,60,wird,in,damals,suchen,kann,mal,sahen,wussten,eine,fuhren,in,wegen,Tat,Eimer,wurden,war,braunen,mal,sahen,wegen,trotz,Rummels,nur,keine,die,nur,Umständen,dann,genau,Bürgermeister,Rand,schlug,gebrauchte,sich,Teilnehmer,Studium,Kakao,Essen,ein,Sonne,uns,in,saftiges,die,wurde,keine,verbraucht,Feier,schlug,sich,Rand,Methode,Studium,brauner,sind,101,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,0,2,2,2,,,,,,,space,0.568207979202,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,werden,gedachte,rote,Mann,mit,Masse,beteiligter,Fleischs,Kleidung,durch,unter,stand,des,aus,Auto,bei,mit,gehören,die,Masse,260.000,Größe,Menge,große,königliches,Erlebnisse,kann,Mond,Liter,beteiligten,stand,wurde,königlichen,durch,auf,Menge,kann,hat,wissen,beschuldigten,der,Liter,mit,Dänemark,schnell,die,schon,wieder,wir,überwiegend,große,mit,Größe,des,wissen,roter,mit,aus,Zuckers,wieder,wir,dem,dem,wurde,kleinere,Lust,Leinwand,kleinere,können,mit,die,beschuldigten,der,"sporadisch,",Kleidung,Berge,wurden,las,gehören,kann,Hemd,"unterging,",die,Dänemark,Fleisch,er,dann,Lust,260.000,gedachte,"sporadisch,",Berge,der,kann,habe,Zucker,mit,hält,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,0,3,3,3,,,,,,,space,0.543714046478,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,die,man,Farbe,das,solch,mit,Fahrer,wurden,landen,Büschel,"regelmäßigem,",ein,bekannten,"wertvollem,",dem,ausreichendem,dauerhaftem,immer,Wohnung,mit,Kilowattstunden,36,alten,Packung,Blut,bei,man,dauerte,sprudelnden,Fahrer,ein,jetzt,Bluts,Büschel,warmem,alten,ich,uns,wir,die,vierte,sprudelndes,"reichlichem,",gelegentlich,dank,Wohnung,bei,viel,den,"nicht,",Packung,solchen,36,schönen,wir,Farbe,"üblichem,","Japan,",sind,viel,den,schönen,bekannten,schon,"Delikte,",auf,aus,"Delikte,",Neuwahlen,"minimalem,",richtige,die,Stadt,obwohl,landen,schmutziger,mit,ich,immer,ich,aus,war,Stimmung,einen,wurden,"trug,",mit,auf,Kilowattstunden,man,obschon,schmutzige,Stadt,man,ich,sind,"sämtlichem,",nicht,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,0,4,4,4,,,,,,,space,0.65492105484,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,Tiere,den,geschleudert.,Auto,unzureichenden,einem,wurden,serviert.,im,frischen,kaltem,Glas,Skandals,klassischen,Mann,monatlichem,feinem,350,des,einem,elektrischer,hätten,Krams,salzige,hat,"frischem,",eine,ungefähr,Trinkwassers.,wurden,Glas,"nachgewiesen,",hat,frisches,weichem,Kram,leider,die,um,Störenfriede,Bundespräsident.,Trinkwasser.,purem,einen,täglichem,des,minimalem,Lärm,roten,was,salziger,unzureichenden,würden,Wetters,von,geschleudert.,harten,die,auf,Lärm,roten,Wetter,Skandal,immer,deren,noch,seltenem,derer,vor,sauberen,"Zeit,",Störenfriede,liegen,sie,im,Wäsche.,zusätzlichem,mehr,350,leider,feinem,die,ziemlich,gelegentlichen,serviert.,war,"reichem,",noch,elektrische,der,sie,Wäsche.,liegen,eine,mehr,auf,künftigem,am,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,0,5,5,5,,,,,,,space,1.16767215729,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,artgerecht,Soldaten,nan,mehr,Helmen,Esslöffel,verschrottet.,nan,Müll.,Grases,Abduschen,köstlicher,wiedergewählt.,Schmuck,mehr,Taschengeld,Kunsteis,ml,Herrn,Esslöffel,Energie.,seiner,aus,Wurst,den,kaltem,große,drei,nan,verschrottet.,köstlichen,dass,den,Gras,Untergrund,aus,nichts,Stimmung,die,jeden.,nan,nan,Alkohol,Besucher.,grünen,Herrn,täglichen,um,Planeten,Tupperware,Wurst,Helmen,seiner,die,den,nan,Schaumstoff,er,jeden,um,Planet,die,wiedergewählt.,ruhig,sie,eine,dichten,sie,Dezember,Kraftstoff,um,jeden.,die,defekt,Müll.,nan,schwarzem,als,ml,nichts,dichten,Flut,"vermiest,",Besucher.,nan,aus,goldenen,eine,Energie.,Soldaten,defekt,nan,die,große,als,jeden,Einkommen,Hauptbahnhof.,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,0,6,6,6,,,,,,,space,0.700613975525,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,gehalten.,des,nan,als,zur,warmem,nan,nan,nan,zwängen.,gehärtet.,Wein,nan,umgearbeitet.,als,selber,eingesprüht.,warme,Gantenbeins.,warmen,nan,Frau,dem,mit,Boden,Saft,Menge,Tage.,nan,nan,Weins,das,Boden,zwängen.,liegen.,dem,mitbringen.,ziemlich,Probleme,nan,nan,nan,verdünnt.,nan,Tee,Gantenbein.,Einsatz,jede,ganz,ist.,mit,zur,Frau,Wohnung.,Problemen,nan,gefertigt.,trug.,Fall,jede,ganz,Wohnung.,nan,diskutiert.,überführt,Sammlung,Gewebe,überführt,stattfinden.,fahren.,Nadelhölzer,nan,Slums.,war.,nan,nan,Kaffee,einmal,warmer,mitbringen.,Stoff,zurückgekehrt.,dass,nan,nan,Japan.,Besatz,Sammlung,nan,des,war.,nan,Slums.,Menge,einmal,Fall,haftbar.,nan,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,0,7,7,7,,,,,,,space,0.517113924026,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,nan,zweiten,nan,gerne.,Schule.,Honig,nan,nan,nan,nan,nan,schon,nan,nan,gerne.,kaufen.,nan,Milch.,nan,Honigs,nan,gepasst.,Haus,an,berührt.,besprochen.,dunkle,nan,nan,nan,schon,Medikament,berührt.,nan,nan,Haus,nan,vermiest.,im,nan,nan,nan,nan,nan,wieder,nan,sinken.,Menge,deutlich.,nan,an,Schule.,gepasst,nan,im,nan,nan,nan,genug.,Menge,deutlich.,nan,nan,nan,wurden.,dummer,wiederhergestellt.,wurden.,nan,nan,umzusetzen.,nan,nan,nan,nan,nan,wiederbelebt.,Rilke.,Milch.,nan,gefertigt.,nan,es,nan,nan,nan,rekonstruiert.,dumme,nan,zweiten,nan,nan,nan,dunkler,Rilke,genug.,nan,nan,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,0,8,8,8,,,,,,,space,0.483249902725,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,,None,j,2.38891482353,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,In,Bei,Es,Wir,Die,Er,Die,Beträchtliche,Viele,Wir,Die,Bei,Er,Die,Wir,Jugendliche,Die,In,Die,Er,Die,Die,Wir,Ich,Nicht,Sie,Mit,Der,Sie,Die,Bei,In,Nicht,Wir,Jungtiere,Wir,Außer,Dass,In,Außer,Walter,Sie,Die,Wir,Ich,Die,Ihr,Man,Im,Die,Ich,Die,Die,Sie,In,Es,Alle,Die,100,Man,Im,Sie,Er,Fernab,Es,Sie,Danach,Es,Unter,Wir,Jetzt,Außer,Am,Die,Viele,Dort,Die,In,In,Außer,Er,Als,Es,Wir,Beträchtliche,Die,Das,Sie,Die,Bei,Die,Dort,Am,Mit,In,100,Manche,Die,,,,,,,,,,,,,,,,,,,,,,,64,0,64,0,0,0,0,0,,,,,,None,space,0.512102127075,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,diesem,der,wurden,übergaben,Kinder,stellt,Autos,Stücke,Tonnen,mussten,Formen,unserer,wurde,Stücke,übergaben,können,Eislaufbahnen,den,Gäste,stellt,Schule,Schuhe,haben,nehme,ein,haben,dieser,Flug,verbrauchen,Autos,unserer,einer,ein,mussten,sollten,haben,dem,es,der,dem,Scheel,verbrauchen,Lösung,hatten,wurde,Gäste,Blutdruck,machte,Fernrohr,Teilnehmerinnen,nehme,Kinder,Schuhe,verlassen,der,wurden,Betten,Uhr,g,machte,Fernrohr,verlassen,wurde,des,waren,hatte,wurde,waren,keinen,konnten,ist,den,äußersten,Uhr,Tonnen,türmen,müden,meinem,den,das,hat,die,hat,hatten,Stücke,"Uhr,",Tuch,hatte,Schule,der,Uhr,türmen,äußeren,dieser,meinem,g,Kreditnehmer,Linie,,,,,,,,,,,,,,,,,,,,,,,64,0,64,0,0,1,1,1,,,,,,,space,0.769429922104,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,Zirkus,Feier,Eimer,dem,fuhren,die,beider,saftigen,gebrauchter,uns,wurden,Ankunft,trotz,wurden,das,Kleidung,wurden,Kakao,suchen,die,verbraucht,in,jede,eine,Tropfen,die,Methode,zum,60,beider,Ankunft,Studie,Tropfen,uns,immer,jede,Essen,"regnete,",Tat,Bürgermeister,war,60,wird,in,damals,suchen,kann,mal,sahen,wussten,eine,fuhren,in,wegen,Tat,Eimer,wurden,war,braunen,mal,sahen,wegen,trotz,Rummels,nur,keine,die,nur,Umständen,dann,genau,Bürgermeister,Rand,schlug,gebrauchte,sich,Teilnehmer,Studium,Kakao,Essen,ein,Sonne,uns,in,saftiges,die,wurde,keine,verbraucht,Feier,schlug,sich,Rand,Methode,Studium,brauner,sind,101,,,,,,,,,,,,,,,,,,,,,,,64,0,64,0,0,2,2,2,,,,,,,space,0.621792078018,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,werden,gedachte,rote,Mann,mit,Masse,beteiligter,Fleischs,Kleidung,durch,unter,stand,des,aus,Auto,bei,mit,gehören,die,Masse,260.000,Größe,Menge,große,königliches,Erlebnisse,kann,Mond,Liter,beteiligten,stand,wurde,königlichen,durch,auf,Menge,kann,hat,wissen,beschuldigten,der,Liter,mit,Dänemark,schnell,die,schon,wieder,wir,überwiegend,große,mit,Größe,des,wissen,roter,mit,aus,Zuckers,wieder,wir,dem,dem,wurde,kleinere,Lust,Leinwand,kleinere,können,mit,die,beschuldigten,der,"sporadisch,",Kleidung,Berge,wurden,las,gehören,kann,Hemd,"unterging,",die,Dänemark,Fleisch,er,dann,Lust,260.000,gedachte,"sporadisch,",Berge,der,kann,habe,Zucker,mit,hält,,,,,,,,,,,,,,,,,,,,,,,64,0,64,0,0,3,3,3,,,,,,,space,0.606324195862,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,die,man,Farbe,das,solch,mit,Fahrer,wurden,landen,Büschel,"regelmäßigem,",ein,bekannten,"wertvollem,",dem,ausreichendem,dauerhaftem,immer,Wohnung,mit,Kilowattstunden,36,alten,Packung,Blut,bei,man,dauerte,sprudelnden,Fahrer,ein,jetzt,Bluts,Büschel,warmem,alten,ich,uns,wir,die,vierte,sprudelndes,"reichlichem,",gelegentlich,dank,Wohnung,bei,viel,den,"nicht,",Packung,solchen,36,schönen,wir,Farbe,"üblichem,","Japan,",sind,viel,den,schönen,bekannten,schon,"Delikte,",auf,aus,"Delikte,",Neuwahlen,"minimalem,",richtige,die,Stadt,obwohl,landen,schmutziger,mit,ich,immer,ich,aus,war,Stimmung,einen,wurden,"trug,",mit,auf,Kilowattstunden,man,obschon,schmutzige,Stadt,man,ich,sind,"sämtlichem,",nicht,,,,,,,,,,,,,,,,,,,,,,,64,0,64,0,0,4,4,4,,,,,,,space,0.670485019684,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,Tiere,den,geschleudert.,Auto,unzureichenden,einem,wurden,serviert.,im,frischen,kaltem,Glas,Skandals,klassischen,Mann,monatlichem,feinem,350,des,einem,elektrischer,hätten,Krams,salzige,hat,"frischem,",eine,ungefähr,Trinkwassers.,wurden,Glas,"nachgewiesen,",hat,frisches,weichem,Kram,leider,die,um,Störenfriede,Bundespräsident.,Trinkwasser.,purem,einen,täglichem,des,minimalem,Lärm,roten,was,salziger,unzureichenden,würden,Wetters,von,geschleudert.,harten,die,auf,Lärm,roten,Wetter,Skandal,immer,deren,noch,seltenem,derer,vor,sauberen,"Zeit,",Störenfriede,liegen,sie,im,Wäsche.,zusätzlichem,mehr,350,leider,feinem,die,ziemlich,gelegentlichen,serviert.,war,"reichem,",noch,elektrische,der,sie,Wäsche.,liegen,eine,mehr,auf,künftigem,am,,,,,,,,,,,,,,,,,,,,,,,64,0,64,0,0,5,5,5,,,,,,,space,0.521497011185,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,artgerecht,Soldaten,nan,mehr,Helmen,Esslöffel,verschrottet.,nan,Müll.,Grases,Abduschen,köstlicher,wiedergewählt.,Schmuck,mehr,Taschengeld,Kunsteis,ml,Herrn,Esslöffel,Energie.,seiner,aus,Wurst,den,kaltem,große,drei,nan,verschrottet.,köstlichen,dass,den,Gras,Untergrund,aus,nichts,Stimmung,die,jeden.,nan,nan,Alkohol,Besucher.,grünen,Herrn,täglichen,um,Planeten,Tupperware,Wurst,Helmen,seiner,die,den,nan,Schaumstoff,er,jeden,um,Planet,die,wiedergewählt.,ruhig,sie,eine,dichten,sie,Dezember,Kraftstoff,um,jeden.,die,defekt,Müll.,nan,schwarzem,als,ml,nichts,dichten,Flut,"vermiest,",Besucher.,nan,aus,goldenen,eine,Energie.,Soldaten,defekt,nan,die,große,als,jeden,Einkommen,Hauptbahnhof.,,,,,,,,,,,,,,,,,,,,,,,64,0,64,0,0,6,6,6,,,,,,,space,0.520275115967,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,gehalten.,des,nan,als,zur,warmem,nan,nan,nan,zwängen.,gehärtet.,Wein,nan,umgearbeitet.,als,selber,eingesprüht.,warme,Gantenbeins.,warmen,nan,Frau,dem,mit,Boden,Saft,Menge,Tage.,nan,nan,Weins,das,Boden,zwängen.,liegen.,dem,mitbringen.,ziemlich,Probleme,nan,nan,nan,verdünnt.,nan,Tee,Gantenbein.,Einsatz,jede,ganz,ist.,mit,zur,Frau,Wohnung.,Problemen,nan,gefertigt.,trug.,Fall,jede,ganz,Wohnung.,nan,diskutiert.,überführt,Sammlung,Gewebe,überführt,stattfinden.,fahren.,Nadelhölzer,nan,Slums.,war.,nan,nan,Kaffee,einmal,warmer,mitbringen.,Stoff,zurückgekehrt.,dass,nan,nan,Japan.,Besatz,Sammlung,nan,des,war.,nan,Slums.,Menge,einmal,Fall,haftbar.,nan,,,,,,,,,,,,,,,,,,,,,,,64,0,64,0,0,7,7,7,,,,,,,space,0.587424993515,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,nan,zweiten,nan,gerne.,Schule.,Honig,nan,nan,nan,nan,nan,schon,nan,nan,gerne.,kaufen.,nan,Milch.,nan,Honigs,nan,gepasst.,Haus,an,berührt.,besprochen.,dunkle,nan,nan,nan,schon,Medikament,berührt.,nan,nan,Haus,nan,vermiest.,im,nan,nan,nan,nan,nan,wieder,nan,sinken.,Menge,deutlich.,nan,an,Schule.,gepasst,nan,im,nan,nan,nan,genug.,Menge,deutlich.,nan,nan,nan,wurden.,dummer,wiederhergestellt.,wurden.,nan,nan,umzusetzen.,nan,nan,nan,nan,nan,wiederbelebt.,Rilke.,Milch.,nan,gefertigt.,nan,es,nan,nan,nan,rekonstruiert.,dumme,nan,zweiten,nan,nan,nan,dunkler,Rilke,genug.,nan,nan,,,,,,,,,,,,,,,,,,,,,,,64,0,64,0,0,8,8,8,,,,,,,space,0.72012591362,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,nan,Weltkriegs.,nan,nan,nan,her.,nan,nan,nan,nan,nan,auf,nan,nan,nan,nan,nan,nan,nan,her.,nan,nan,geschafft.,den,nan,nan,Materie,nan,nan,nan,auf,nicht,nan,nan,nan,geschafft.,nan,nan,Landkreis.,nan,nan,nan,nan,nan,fit.,nan,nan,heißer,nan,nan,den,nan,haben.,nan,Landkreis.,nan,nan,nan,nan,heiße,nan,nan,nan,nan,nan,Sprüche.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regnete.,nan,nan,nan,nan,Sprüche.,nan,Weltkriegs.,nan,nan,nan,Materie,gelesen.,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,64,0,64,0,0,9,9,9,,,,,,,space,0.73845911026,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,64,0,,,,,,,,,,,,,None,n,1.70790696144,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,In,Bei,Es,Wir,Die,Er,Die,Beträchtliche,Viele,Wir,Die,Bei,Er,Die,Wir,Jugendliche,Die,In,Die,Er,Die,Die,Wir,Ich,Nicht,Sie,Mit,Der,Sie,Die,Bei,In,Nicht,Wir,Jungtiere,Wir,Außer,Dass,In,Außer,Walter,Sie,Die,Wir,Ich,Die,Ihr,Man,Im,Die,Ich,Die,Die,Sie,In,Es,Alle,Die,100,Man,Im,Sie,Er,Fernab,Es,Sie,Danach,Es,Unter,Wir,Jetzt,Außer,Am,Die,Viele,Dort,Die,In,In,Außer,Er,Als,Es,Wir,Beträchtliche,Die,Das,Sie,Die,Bei,Die,Dort,Am,Mit,In,100,Manche,Die,,,,,,,,,,,,,,,,,,,,,,,65,0,65,0,0,0,0,0,,,,,,None,space,0.49972319603,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,diesem,der,wurden,übergaben,Kinder,stellt,Autos,Stücke,Tonnen,mussten,Formen,unserer,wurde,Stücke,übergaben,können,Eislaufbahnen,den,Gäste,stellt,Schule,Schuhe,haben,nehme,ein,haben,dieser,Flug,verbrauchen,Autos,unserer,einer,ein,mussten,sollten,haben,dem,es,der,dem,Scheel,verbrauchen,Lösung,hatten,wurde,Gäste,Blutdruck,machte,Fernrohr,Teilnehmerinnen,nehme,Kinder,Schuhe,verlassen,der,wurden,Betten,Uhr,g,machte,Fernrohr,verlassen,wurde,des,waren,hatte,wurde,waren,keinen,konnten,ist,den,äußersten,Uhr,Tonnen,türmen,müden,meinem,den,das,hat,die,hat,hatten,Stücke,"Uhr,",Tuch,hatte,Schule,der,Uhr,türmen,äußeren,dieser,meinem,g,Kreditnehmer,Linie,,,,,,,,,,,,,,,,,,,,,,,65,0,65,0,0,1,1,1,,,,,,,space,0.553556919098,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,Zirkus,Feier,Eimer,dem,fuhren,die,beider,saftigen,gebrauchter,uns,wurden,Ankunft,trotz,wurden,das,Kleidung,wurden,Kakao,suchen,die,verbraucht,in,jede,eine,Tropfen,die,Methode,zum,60,beider,Ankunft,Studie,Tropfen,uns,immer,jede,Essen,"regnete,",Tat,Bürgermeister,war,60,wird,in,damals,suchen,kann,mal,sahen,wussten,eine,fuhren,in,wegen,Tat,Eimer,wurden,war,braunen,mal,sahen,wegen,trotz,Rummels,nur,keine,die,nur,Umständen,dann,genau,Bürgermeister,Rand,schlug,gebrauchte,sich,Teilnehmer,Studium,Kakao,Essen,ein,Sonne,uns,in,saftiges,die,wurde,keine,verbraucht,Feier,schlug,sich,Rand,Methode,Studium,brauner,sind,101,,,,,,,,,,,,,,,,,,,,,,,65,0,65,0,0,2,2,2,,,,,,,space,0.804589033127,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,werden,gedachte,rote,Mann,mit,Masse,beteiligter,Fleischs,Kleidung,durch,unter,stand,des,aus,Auto,bei,mit,gehören,die,Masse,260.000,Größe,Menge,große,königliches,Erlebnisse,kann,Mond,Liter,beteiligten,stand,wurde,königlichen,durch,auf,Menge,kann,hat,wissen,beschuldigten,der,Liter,mit,Dänemark,schnell,die,schon,wieder,wir,überwiegend,große,mit,Größe,des,wissen,roter,mit,aus,Zuckers,wieder,wir,dem,dem,wurde,kleinere,Lust,Leinwand,kleinere,können,mit,die,beschuldigten,der,"sporadisch,",Kleidung,Berge,wurden,las,gehören,kann,Hemd,"unterging,",die,Dänemark,Fleisch,er,dann,Lust,260.000,gedachte,"sporadisch,",Berge,der,kann,habe,Zucker,mit,hält,,,,,,,,,,,,,,,,,,,,,,,65,0,65,0,0,3,3,3,,,,,,,space,0.776617050171,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,die,man,Farbe,das,solch,mit,Fahrer,wurden,landen,Büschel,"regelmäßigem,",ein,bekannten,"wertvollem,",dem,ausreichendem,dauerhaftem,immer,Wohnung,mit,Kilowattstunden,36,alten,Packung,Blut,bei,man,dauerte,sprudelnden,Fahrer,ein,jetzt,Bluts,Büschel,warmem,alten,ich,uns,wir,die,vierte,sprudelndes,"reichlichem,",gelegentlich,dank,Wohnung,bei,viel,den,"nicht,",Packung,solchen,36,schönen,wir,Farbe,"üblichem,","Japan,",sind,viel,den,schönen,bekannten,schon,"Delikte,",auf,aus,"Delikte,",Neuwahlen,"minimalem,",richtige,die,Stadt,obwohl,landen,schmutziger,mit,ich,immer,ich,aus,war,Stimmung,einen,wurden,"trug,",mit,auf,Kilowattstunden,man,obschon,schmutzige,Stadt,man,ich,sind,"sämtlichem,",nicht,,,,,,,,,,,,,,,,,,,,,,,65,0,65,0,0,4,4,4,,,,,,,space,0.93511390686,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
,Tiere,den,geschleudert.,Auto,unzureichenden,einem,wurden,serviert.,im,frischen,kaltem,Glas,Skandals,klassischen,Mann,monatlichem,feinem,350,des,einem,elektrischer,hätten,Krams,salzige,hat,"frischem,",eine,ungefähr,Trinkwassers.,wurden,Glas,"nachgewiesen,",hat,frisches,weichem,Kram,leider,die,um,Störenfriede,Bundespräsident.,Trinkwasser.,purem,einen,täglichem,des,minimalem,Lärm,roten,was,salziger,unzureichenden,würden,Wetters,von,geschleudert.,harten,die,auf,Lärm,roten,Wetter,Skandal,immer,deren,noch,seltenem,derer,vor,sauberen,"Zeit,",Störenfriede,liegen,sie,im,Wäsche.,zusätzlichem,mehr,350,leider,feinem,die,ziemlich,gelegentlichen,serviert.,war,"reichem,",noch,elektrische,der,sie,Wäsche.,liegen,eine,mehr,auf,künftigem,am,,,,,,,,,,,,,,,,,,,,,,,65,0,65,0,0,5,5,5,,,,,,,space,0.946511030197,,,,,2017_Feb_01_1504,59.3584543579,spr_backupper,001,Mi10,
