text,sent48,sent9,sent8,sent15,sent3,sent2,sent1,sent14,sent7,sent6,sent5,sent4,sent57,sent56,sent55,sent54,sent53,sent52,sent51,sent50,sent13,sent12,sent11,sent10,sent17,sent16,sent59,sent58,sent93,sent92,sent91,sent90,sent97,sent96,sent95,sent94,sent98,sent22,sent23,sent20,sent21,sent26,sent27,sent24,sent25,sent28,sent29,sent68,sent69,sent66,sent67,sent64,sent65,sent62,sent63,sent60,sent61,sent31,sent30,sent33,sent32,sent35,sent34,sent37,sent36,sent39,sent38,sent79,sent78,sent75,sent74,sent77,sent76,sent71,sent70,sent73,sent72,sent19,sent49,sent18,sent44,sent45,sent84,sent85,sent86,sent87,sent80,sent81,sent82,sent83,sent40,sent41,sent42,sent43,sent88,sent89,sent46,sent47,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,testWords.thisRepN,testWords.thisTrialN,testWords.thisN,testWords.thisIndex,test1,test3,test2,test5,test4,test7,test6,test9,test8,test10,realTrials.thisRepN,realTrials.thisTrialN,realTrials.thisN,realTrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,wordRead.keys,wordRead.rt,key_resp_5.keys,key_resp_5.rt,questAnswer.keys,questAnswer.rt,key_resp_6.rt,date,frameRate,expName,session,participant,
,bei,Dänemark,gedachte,kleinere,wieder,Auto,Zucker,Fleisch,Größe,stand,dann,aus,dem,gehören,die,kann,mit,Kleidung,beschuldigten,große,die,können,große,wurden,gehören,durch,Leinwand,unter,"sporadisch,",kleinere,Menge,hat,kann,beteiligter,Dänemark,Erlebnisse,Größe,mit,kann,beschuldigten,Menge,beteiligten,Kleidung,mit,roter,mit,Liter,schon,Liter,wir,mit,königliches,mit,schnell,260.000,Zuckers,der,mit,habe,Berge,Lust,"sporadisch,",er,des,wissen,der,die,wissen,hält,Masse,Mann,gedachte,Hemd,las,wurde,werden,Berge,des,Mond,wurde,die,auf,Fleischs,der,durch,wieder,dem,Lust,stand,aus,überwiegend,königlichen,Masse,wir,rote,"unterging,",260.000,kann,,,,,,,,,,,,,,,,,,,,,,,40,0,40,0,0,3,3,3,,,,,,,,space,0.225394010544,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,ausreichendem,einen,man,"Delikte,",viel,dem,sind,wurden,36,ein,mit,"wertvollem,",schönen,immer,Wohnung,ich,solch,landen,die,Packung,Stimmung,Neuwahlen,Packung,mit,immer,Büschel,aus,"regelmäßigem,",obschon,"Delikte,",alten,uns,man,Fahrer,gelegentlich,bei,36,solchen,man,die,alten,Fahrer,landen,"üblichem,",Farbe,dauerhaftem,sprudelnden,bei,sprudelndes,den,"sämtlichem,",Blut,"reichlichem,",dank,Kilowattstunden,sind,Stadt,"minimalem,",ich,schmutziger,auf,obwohl,"trug,",bekannten,wir,Stadt,Wohnung,wir,nicht,mit,das,man,aus,ich,schon,die,schmutzige,schönen,dauerte,jetzt,richtige,warmem,wurden,vierte,Büschel,viel,bekannten,auf,ein,"Japan,","nicht,",Bluts,mit,den,Farbe,war,Kilowattstunden,ich,,,,,,,,,,,,,,,,,,,,,,,40,0,40,0,0,4,4,4,,,,,,,,space,0.241698980331,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,monatlichem,gelegentlichen,der,derer,Lärm,Mann,auf,serviert.,würden,Glas,"reichem,",klassischen,Wetter,350,des,leider,unzureichenden,im,Störenfriede,salzige,ziemlich,vor,salziger,zusätzlichem,350,frisches,seltenem,kaltem,sie,deren,Krams,die,eine,wurden,einen,"frischem,",hätten,unzureichenden,eine,Störenfriede,Kram,wurden,im,harten,geschleudert.,feinem,Trinkwassers.,minimalem,Trinkwasser.,roten,künftigem,hat,purem,täglichem,elektrischer,auf,liegen,sauberen,mehr,Wäsche.,noch,sie,war,Skandals,von,liegen,des,um,am,einem,Auto,den,feinem,mehr,immer,Tiere,Wäsche.,Wetters,ungefähr,"nachgewiesen,","Zeit,",weichem,serviert.,Bundespräsident.,frischen,Lärm,Skandal,noch,Glas,die,was,hat,einem,roten,geschleudert.,die,elektrische,leider,,,,,,,,,,,,,,,,,,,,,,,40,0,40,0,0,5,5,5,,,,,,,,space,0.217764854431,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,Taschengeld,Besucher.,Soldaten,sie,um,mehr,jeden,nan,seiner,köstlichen,goldenen,Schmuck,die,ml,Herrn,nichts,Helmen,Müll.,jeden.,Wurst,"vermiest,",Dezember,Wurst,schwarzem,ml,Gras,dichten,Abduschen,defekt,sie,aus,Stimmung,große,verschrottet.,Besucher.,kaltem,seiner,Helmen,große,jeden.,aus,verschrottet.,Müll.,Schaumstoff,nan,Kunsteis,nan,täglichen,nan,Planet,Einkommen,den,Alkohol,grünen,Energie.,jeden,die,Kraftstoff,als,nan,eine,defekt,aus,wiedergewählt.,den,die,Herrn,die,Hauptbahnhof.,Esslöffel,mehr,Soldaten,dichten,als,ruhig,artgerecht,nan,die,drei,dass,um,Untergrund,nan,nan,Grases,um,wiedergewählt.,eine,köstlicher,er,Tupperware,den,Esslöffel,Planeten,nan,Flut,Energie.,nichts,,,,,,,,,,,,,,,,,,,,,,,40,0,40,0,0,6,6,6,,,,,,,,space,0.202133893967,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,selber,nan,des,überführt,jede,als,Fall,nan,Frau,Weins,Besatz,umgearbeitet.,Wohnung.,warmer,Gantenbein.,mitbringen.,zur,nan,nan,mit,dass,stattfinden.,mit,Kaffee,warme,zwängen.,Gewebe,gehärtet.,war.,überführt,dem,ziemlich,Menge,nan,nan,Saft,Frau,zur,Menge,nan,dem,nan,nan,gefertigt.,nan,eingesprüht.,nan,Einsatz,nan,ganz,haftbar.,Boden,verdünnt.,Tee,nan,Fall,Slums.,fahren.,einmal,nan,Sammlung,war.,Japan.,nan,Problemen,Slums.,Gantenbeins.,Probleme,nan,warmem,als,des,Stoff,einmal,diskutiert.,gehalten.,nan,Wohnung.,Tage.,das,Nadelhölzer,liegen.,nan,nan,zwängen.,jede,nan,Sammlung,Wein,trug.,ist.,Boden,warmen,ganz,nan,zurückgekehrt.,nan,mitbringen.,,,,,,,,,,,,,,,,,,,,,,,40,0,40,0,0,7,7,7,,,,,,,,space,0.224745035172,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,kaufen.,nan,zweiten,wurden.,Menge,gerne.,genug.,nan,gepasst,schon,rekonstruiert.,nan,nan,Milch.,nan,nan,Schule.,nan,nan,an,es,nan,an,wiederbelebt.,Milch.,nan,wiederhergestellt.,nan,nan,wurden.,Haus,vermiest.,dunkler,nan,nan,besprochen.,gepasst.,Schule.,dunkle,nan,Haus,nan,nan,nan,nan,nan,nan,sinken.,nan,deutlich.,nan,berührt.,nan,wieder,nan,genug.,nan,nan,Rilke,nan,dumme,nan,nan,nan,im,nan,nan,im,nan,Honig,gerne.,zweiten,gefertigt.,Rilke.,nan,nan,nan,nan,nan,Medikament,umzusetzen.,nan,nan,nan,nan,Menge,nan,dummer,schon,nan,nan,berührt.,Honigs,deutlich.,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,40,0,40,0,0,8,8,8,,,,,,,,space,0.218435049057,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,40,0,,,,,,,,,,,,,,None,,n,1.85606098175,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,Jugendliche,Wir,Bei,Es,Man,Wir,100,Beträchtliche,Die,Bei,Das,Die,Sie,In,Die,Außer,Die,Viele,Außer,Ich,Es,Unter,Ich,Die,In,Wir,Danach,Die,Die,Es,Wir,Dass,Mit,Die,Wir,Sie,Die,Die,Mit,Außer,Wir,Die,Viele,Alle,Es,Die,Sie,Ihr,Sie,Im,Manche,Nicht,Die,Ich,Die,100,Am,Wir,In,Dort,Sie,Die,Die,Er,In,Am,Die,In,Die,Er,Wir,Bei,Er,In,Fernab,In,Dort,Sie,Der,In,Jetzt,Jungtiere,Beträchtliche,Walter,Wir,Man,Er,Sie,Bei,Die,Die,Nicht,Er,Im,Es,Als,Die,Außer,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,0,0,0,0,,,,,,,None,space,0.754367113113,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,können,hatten,der,waren,machte,übergaben,g,Stücke,Schuhe,unserer,Tuch,Stücke,verlassen,den,Gäste,das,Kinder,Tonnen,dem,nehme,hat,keinen,nehme,müden,den,mussten,wurde,Formen,Uhr,waren,haben,es,dieser,Autos,hatten,haben,Schuhe,Kinder,dieser,den,haben,Autos,Tonnen,Betten,wurden,Eislaufbahnen,verbrauchen,Blutdruck,verbrauchen,Fernrohr,Kreditnehmer,ein,Lösung,wurde,Schule,g,äußeren,konnten,meinem,türmen,hatte,Uhr,"Uhr,",wurde,der,äußersten,Gäste,der,Linie,stellt,übergaben,der,hat,meinem,des,diesem,türmen,verlassen,Flug,einer,ist,sollten,Stücke,Scheel,mussten,machte,wurde,hatte,unserer,Uhr,Teilnehmerinnen,ein,stellt,Fernrohr,wurden,die,Schule,dem,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,0,1,1,1,,,,,,,,space,0.190639972687,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,Kleidung,in,Feier,nur,mal,das,brauner,saftiges,in,Ankunft,wurde,wurden,wegen,Kakao,suchen,Essen,fuhren,gebrauchter,Bürgermeister,eine,uns,Umständen,eine,Teilnehmer,Kakao,uns,die,wurden,schlug,nur,jede,"regnete,",Methode,beider,in,die,in,fuhren,Methode,Bürgermeister,jede,beider,gebrauchte,wurden,Eimer,wurden,60,kann,60,sahen,sind,Tropfen,wird,damals,verbraucht,braunen,Rand,dann,Studium,sich,keine,schlug,die,trotz,Tat,Rand,suchen,Tat,101,die,dem,Feier,ein,Studium,Rummels,Zirkus,sich,wegen,zum,Studie,genau,immer,saftigen,war,uns,mal,trotz,keine,Ankunft,war,wussten,Tropfen,die,sahen,Eimer,Sonne,verbraucht,Essen,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,0,2,2,2,,,,,,,,space,0.219302177429,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,bei,Dänemark,gedachte,kleinere,wieder,Auto,Zucker,Fleisch,Größe,stand,dann,aus,dem,gehören,die,kann,mit,Kleidung,beschuldigten,große,die,können,große,wurden,gehören,durch,Leinwand,unter,"sporadisch,",kleinere,Menge,hat,kann,beteiligter,Dänemark,Erlebnisse,Größe,mit,kann,beschuldigten,Menge,beteiligten,Kleidung,mit,roter,mit,Liter,schon,Liter,wir,mit,königliches,mit,schnell,260.000,Zuckers,der,mit,habe,Berge,Lust,"sporadisch,",er,des,wissen,der,die,wissen,hält,Masse,Mann,gedachte,Hemd,las,wurde,werden,Berge,des,Mond,wurde,die,auf,Fleischs,der,durch,wieder,dem,Lust,stand,aus,überwiegend,königlichen,Masse,wir,rote,"unterging,",260.000,kann,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,0,3,3,3,,,,,,,,space,0.196453094482,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,ausreichendem,einen,man,"Delikte,",viel,dem,sind,wurden,36,ein,mit,"wertvollem,",schönen,immer,Wohnung,ich,solch,landen,die,Packung,Stimmung,Neuwahlen,Packung,mit,immer,Büschel,aus,"regelmäßigem,",obschon,"Delikte,",alten,uns,man,Fahrer,gelegentlich,bei,36,solchen,man,die,alten,Fahrer,landen,"üblichem,",Farbe,dauerhaftem,sprudelnden,bei,sprudelndes,den,"sämtlichem,",Blut,"reichlichem,",dank,Kilowattstunden,sind,Stadt,"minimalem,",ich,schmutziger,auf,obwohl,"trug,",bekannten,wir,Stadt,Wohnung,wir,nicht,mit,das,man,aus,ich,schon,die,schmutzige,schönen,dauerte,jetzt,richtige,warmem,wurden,vierte,Büschel,viel,bekannten,auf,ein,"Japan,","nicht,",Bluts,mit,den,Farbe,war,Kilowattstunden,ich,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,0,4,4,4,,,,,,,,space,0.201351881027,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,monatlichem,gelegentlichen,der,derer,Lärm,Mann,auf,serviert.,würden,Glas,"reichem,",klassischen,Wetter,350,des,leider,unzureichenden,im,Störenfriede,salzige,ziemlich,vor,salziger,zusätzlichem,350,frisches,seltenem,kaltem,sie,deren,Krams,die,eine,wurden,einen,"frischem,",hätten,unzureichenden,eine,Störenfriede,Kram,wurden,im,harten,geschleudert.,feinem,Trinkwassers.,minimalem,Trinkwasser.,roten,künftigem,hat,purem,täglichem,elektrischer,auf,liegen,sauberen,mehr,Wäsche.,noch,sie,war,Skandals,von,liegen,des,um,am,einem,Auto,den,feinem,mehr,immer,Tiere,Wäsche.,Wetters,ungefähr,"nachgewiesen,","Zeit,",weichem,serviert.,Bundespräsident.,frischen,Lärm,Skandal,noch,Glas,die,was,hat,einem,roten,geschleudert.,die,elektrische,leider,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,0,5,5,5,,,,,,,,space,0.216181993484,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,Taschengeld,Besucher.,Soldaten,sie,um,mehr,jeden,nan,seiner,köstlichen,goldenen,Schmuck,die,ml,Herrn,nichts,Helmen,Müll.,jeden.,Wurst,"vermiest,",Dezember,Wurst,schwarzem,ml,Gras,dichten,Abduschen,defekt,sie,aus,Stimmung,große,verschrottet.,Besucher.,kaltem,seiner,Helmen,große,jeden.,aus,verschrottet.,Müll.,Schaumstoff,nan,Kunsteis,nan,täglichen,nan,Planet,Einkommen,den,Alkohol,grünen,Energie.,jeden,die,Kraftstoff,als,nan,eine,defekt,aus,wiedergewählt.,den,die,Herrn,die,Hauptbahnhof.,Esslöffel,mehr,Soldaten,dichten,als,ruhig,artgerecht,nan,die,drei,dass,um,Untergrund,nan,nan,Grases,um,wiedergewählt.,eine,köstlicher,er,Tupperware,den,Esslöffel,Planeten,nan,Flut,Energie.,nichts,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,0,6,6,6,,,,,,,,space,0.206054925919,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,selber,nan,des,überführt,jede,als,Fall,nan,Frau,Weins,Besatz,umgearbeitet.,Wohnung.,warmer,Gantenbein.,mitbringen.,zur,nan,nan,mit,dass,stattfinden.,mit,Kaffee,warme,zwängen.,Gewebe,gehärtet.,war.,überführt,dem,ziemlich,Menge,nan,nan,Saft,Frau,zur,Menge,nan,dem,nan,nan,gefertigt.,nan,eingesprüht.,nan,Einsatz,nan,ganz,haftbar.,Boden,verdünnt.,Tee,nan,Fall,Slums.,fahren.,einmal,nan,Sammlung,war.,Japan.,nan,Problemen,Slums.,Gantenbeins.,Probleme,nan,warmem,als,des,Stoff,einmal,diskutiert.,gehalten.,nan,Wohnung.,Tage.,das,Nadelhölzer,liegen.,nan,nan,zwängen.,jede,nan,Sammlung,Wein,trug.,ist.,Boden,warmen,ganz,nan,zurückgekehrt.,nan,mitbringen.,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,0,7,7,7,,,,,,,,space,0.202106952667,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,kaufen.,nan,zweiten,wurden.,Menge,gerne.,genug.,nan,gepasst,schon,rekonstruiert.,nan,nan,Milch.,nan,nan,Schule.,nan,nan,an,es,nan,an,wiederbelebt.,Milch.,nan,wiederhergestellt.,nan,nan,wurden.,Haus,vermiest.,dunkler,nan,nan,besprochen.,gepasst.,Schule.,dunkle,nan,Haus,nan,nan,nan,nan,nan,nan,sinken.,nan,deutlich.,nan,berührt.,nan,wieder,nan,genug.,nan,nan,Rilke,nan,dumme,nan,nan,nan,im,nan,nan,im,nan,Honig,gerne.,zweiten,gefertigt.,Rilke.,nan,nan,nan,nan,nan,Medikament,umzusetzen.,nan,nan,nan,nan,Menge,nan,dummer,schon,nan,nan,berührt.,Honigs,deutlich.,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,0,8,8,8,,,,,,,,space,0.225732088089,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,nan,nan,Weltkriegs.,nan,heißer,nan,nan,nan,haben.,auf,nan,nan,nan,nan,nan,nan,nan,nan,nan,den,regnete.,nan,den,nan,nan,nan,nan,nan,nan,nan,geschafft.,nan,Materie,nan,nan,nan,nan,nan,Materie,nan,geschafft.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,fit.,nan,nan,nan,nan,gelesen.,nan,Sprüche.,nan,nan,nan,Landkreis.,nan,nan,Landkreis.,nan,her.,nan,Weltkriegs.,nan,nan,nan,nan,nan,nan,nan,nicht,nan,nan,nan,nan,nan,heiße,nan,Sprüche.,auf,nan,nan,nan,her.,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,0,9,9,9,,,,,,,,space,0.236027002335,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,,,,,,,,,,,,,,None,,n,7.27963709831,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,Jugendliche,Wir,Bei,Es,Man,Wir,100,Beträchtliche,Die,Bei,Das,Die,Sie,In,Die,Außer,Die,Viele,Außer,Ich,Es,Unter,Ich,Die,In,Wir,Danach,Die,Die,Es,Wir,Dass,Mit,Die,Wir,Sie,Die,Die,Mit,Außer,Wir,Die,Viele,Alle,Es,Die,Sie,Ihr,Sie,Im,Manche,Nicht,Die,Ich,Die,100,Am,Wir,In,Dort,Sie,Die,Die,Er,In,Am,Die,In,Die,Er,Wir,Bei,Er,In,Fernab,In,Dort,Sie,Der,In,Jetzt,Jungtiere,Beträchtliche,Walter,Wir,Man,Er,Sie,Bei,Die,Die,Nicht,Er,Im,Es,Als,Die,Außer,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,0,0,0,0,,,,,,,None,space,0.526741027832,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,können,hatten,der,waren,machte,übergaben,g,Stücke,Schuhe,unserer,Tuch,Stücke,verlassen,den,Gäste,das,Kinder,Tonnen,dem,nehme,hat,keinen,nehme,müden,den,mussten,wurde,Formen,Uhr,waren,haben,es,dieser,Autos,hatten,haben,Schuhe,Kinder,dieser,den,haben,Autos,Tonnen,Betten,wurden,Eislaufbahnen,verbrauchen,Blutdruck,verbrauchen,Fernrohr,Kreditnehmer,ein,Lösung,wurde,Schule,g,äußeren,konnten,meinem,türmen,hatte,Uhr,"Uhr,",wurde,der,äußersten,Gäste,der,Linie,stellt,übergaben,der,hat,meinem,des,diesem,türmen,verlassen,Flug,einer,ist,sollten,Stücke,Scheel,mussten,machte,wurde,hatte,unserer,Uhr,Teilnehmerinnen,ein,stellt,Fernrohr,wurden,die,Schule,dem,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,0,1,1,1,,,,,,,,space,0.219089031219,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,Kleidung,in,Feier,nur,mal,das,brauner,saftiges,in,Ankunft,wurde,wurden,wegen,Kakao,suchen,Essen,fuhren,gebrauchter,Bürgermeister,eine,uns,Umständen,eine,Teilnehmer,Kakao,uns,die,wurden,schlug,nur,jede,"regnete,",Methode,beider,in,die,in,fuhren,Methode,Bürgermeister,jede,beider,gebrauchte,wurden,Eimer,wurden,60,kann,60,sahen,sind,Tropfen,wird,damals,verbraucht,braunen,Rand,dann,Studium,sich,keine,schlug,die,trotz,Tat,Rand,suchen,Tat,101,die,dem,Feier,ein,Studium,Rummels,Zirkus,sich,wegen,zum,Studie,genau,immer,saftigen,war,uns,mal,trotz,keine,Ankunft,war,wussten,Tropfen,die,sahen,Eimer,Sonne,verbraucht,Essen,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,0,2,2,2,,,,,,,,space,0.181259870529,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,bei,Dänemark,gedachte,kleinere,wieder,Auto,Zucker,Fleisch,Größe,stand,dann,aus,dem,gehören,die,kann,mit,Kleidung,beschuldigten,große,die,können,große,wurden,gehören,durch,Leinwand,unter,"sporadisch,",kleinere,Menge,hat,kann,beteiligter,Dänemark,Erlebnisse,Größe,mit,kann,beschuldigten,Menge,beteiligten,Kleidung,mit,roter,mit,Liter,schon,Liter,wir,mit,königliches,mit,schnell,260.000,Zuckers,der,mit,habe,Berge,Lust,"sporadisch,",er,des,wissen,der,die,wissen,hält,Masse,Mann,gedachte,Hemd,las,wurde,werden,Berge,des,Mond,wurde,die,auf,Fleischs,der,durch,wieder,dem,Lust,stand,aus,überwiegend,königlichen,Masse,wir,rote,"unterging,",260.000,kann,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,0,3,3,3,,,,,,,,space,0.218888044357,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,ausreichendem,einen,man,"Delikte,",viel,dem,sind,wurden,36,ein,mit,"wertvollem,",schönen,immer,Wohnung,ich,solch,landen,die,Packung,Stimmung,Neuwahlen,Packung,mit,immer,Büschel,aus,"regelmäßigem,",obschon,"Delikte,",alten,uns,man,Fahrer,gelegentlich,bei,36,solchen,man,die,alten,Fahrer,landen,"üblichem,",Farbe,dauerhaftem,sprudelnden,bei,sprudelndes,den,"sämtlichem,",Blut,"reichlichem,",dank,Kilowattstunden,sind,Stadt,"minimalem,",ich,schmutziger,auf,obwohl,"trug,",bekannten,wir,Stadt,Wohnung,wir,nicht,mit,das,man,aus,ich,schon,die,schmutzige,schönen,dauerte,jetzt,richtige,warmem,wurden,vierte,Büschel,viel,bekannten,auf,ein,"Japan,","nicht,",Bluts,mit,den,Farbe,war,Kilowattstunden,ich,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,0,4,4,4,,,,,,,,space,0.218042135239,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,monatlichem,gelegentlichen,der,derer,Lärm,Mann,auf,serviert.,würden,Glas,"reichem,",klassischen,Wetter,350,des,leider,unzureichenden,im,Störenfriede,salzige,ziemlich,vor,salziger,zusätzlichem,350,frisches,seltenem,kaltem,sie,deren,Krams,die,eine,wurden,einen,"frischem,",hätten,unzureichenden,eine,Störenfriede,Kram,wurden,im,harten,geschleudert.,feinem,Trinkwassers.,minimalem,Trinkwasser.,roten,künftigem,hat,purem,täglichem,elektrischer,auf,liegen,sauberen,mehr,Wäsche.,noch,sie,war,Skandals,von,liegen,des,um,am,einem,Auto,den,feinem,mehr,immer,Tiere,Wäsche.,Wetters,ungefähr,"nachgewiesen,","Zeit,",weichem,serviert.,Bundespräsident.,frischen,Lärm,Skandal,noch,Glas,die,was,hat,einem,roten,geschleudert.,die,elektrische,leider,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,0,5,5,5,,,,,,,,space,0.198549032211,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,Taschengeld,Besucher.,Soldaten,sie,um,mehr,jeden,nan,seiner,köstlichen,goldenen,Schmuck,die,ml,Herrn,nichts,Helmen,Müll.,jeden.,Wurst,"vermiest,",Dezember,Wurst,schwarzem,ml,Gras,dichten,Abduschen,defekt,sie,aus,Stimmung,große,verschrottet.,Besucher.,kaltem,seiner,Helmen,große,jeden.,aus,verschrottet.,Müll.,Schaumstoff,nan,Kunsteis,nan,täglichen,nan,Planet,Einkommen,den,Alkohol,grünen,Energie.,jeden,die,Kraftstoff,als,nan,eine,defekt,aus,wiedergewählt.,den,die,Herrn,die,Hauptbahnhof.,Esslöffel,mehr,Soldaten,dichten,als,ruhig,artgerecht,nan,die,drei,dass,um,Untergrund,nan,nan,Grases,um,wiedergewählt.,eine,köstlicher,er,Tupperware,den,Esslöffel,Planeten,nan,Flut,Energie.,nichts,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,0,6,6,6,,,,,,,,space,0.252412080765,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,selber,nan,des,überführt,jede,als,Fall,nan,Frau,Weins,Besatz,umgearbeitet.,Wohnung.,warmer,Gantenbein.,mitbringen.,zur,nan,nan,mit,dass,stattfinden.,mit,Kaffee,warme,zwängen.,Gewebe,gehärtet.,war.,überführt,dem,ziemlich,Menge,nan,nan,Saft,Frau,zur,Menge,nan,dem,nan,nan,gefertigt.,nan,eingesprüht.,nan,Einsatz,nan,ganz,haftbar.,Boden,verdünnt.,Tee,nan,Fall,Slums.,fahren.,einmal,nan,Sammlung,war.,Japan.,nan,Problemen,Slums.,Gantenbeins.,Probleme,nan,warmem,als,des,Stoff,einmal,diskutiert.,gehalten.,nan,Wohnung.,Tage.,das,Nadelhölzer,liegen.,nan,nan,zwängen.,jede,nan,Sammlung,Wein,trug.,ist.,Boden,warmen,ganz,nan,zurückgekehrt.,nan,mitbringen.,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,0,7,7,7,,,,,,,,space,0.225512981415,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,kaufen.,nan,zweiten,wurden.,Menge,gerne.,genug.,nan,gepasst,schon,rekonstruiert.,nan,nan,Milch.,nan,nan,Schule.,nan,nan,an,es,nan,an,wiederbelebt.,Milch.,nan,wiederhergestellt.,nan,nan,wurden.,Haus,vermiest.,dunkler,nan,nan,besprochen.,gepasst.,Schule.,dunkle,nan,Haus,nan,nan,nan,nan,nan,nan,sinken.,nan,deutlich.,nan,berührt.,nan,wieder,nan,genug.,nan,nan,Rilke,nan,dumme,nan,nan,nan,im,nan,nan,im,nan,Honig,gerne.,zweiten,gefertigt.,Rilke.,nan,nan,nan,nan,nan,Medikament,umzusetzen.,nan,nan,nan,nan,Menge,nan,dummer,schon,nan,nan,berührt.,Honigs,deutlich.,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,0,8,8,8,,,,,,,,space,0.219074010849,,,,,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,,,,,,,,,,,,,,None,,j,1.81154513359,,2017_Jan_24_1200,59.4145386499,spr_backupper,001,Di12,
